DATE,RAINFALL ,FLOW (M3/S),FLOW-OBSERVED (M3/S)
13-Dec-07,0,5854,5911
14-Dec-07,0,5829,5864
15-Dec-07,0,5800,5816
16-Dec-07,0,5778,5769
17-Dec-07,0,5748,5722
18-Dec-07,0,5725,5675
19-Dec-07,0,5696,5628
20-Dec-07,0,5674,5580
21-Dec-07,0,5651,5533
22-Dec-07,0,5625,5486
23-Dec-07,0,5605,5439
24-Dec-07,0,5580,5392
25-Dec-07,0,5563,5345
26-Dec-07,0,5538,5297
27-Dec-07,0,5521,5250
28-Dec-07,0,5499,5203
29-Dec-07,0,5484,5156
30-Dec-07,0.0001,5463,5109
31-Dec-07,0.2575,5448,5061
1-Jan-08,0,5355,5014
2-Jan-08,0.0164,5304,4967
3-Jan-08,0,5282,4920
4-Jan-08,0,5219,4873
5-Jan-08,0,5179,4826
6-Jan-08,0,5150,4778
7-Jan-08,0,5114,4731
8-Jan-08,0,5087,4684
9-Jan-08,0,5078,4637
10-Jan-08,0,5076,4590
11-Jan-08,0,5049,4543
12-Jan-08,0,5039,4495
13-Jan-08,0,5024,4448
14-Jan-08,0,5011,4401
15-Jan-08,0,4999,4354
16-Jan-08,0,4988,4307
17-Jan-08,0,4976,4259
18-Jan-08,0,4965,4212
19-Jan-08,0,4954,4165
20-Jan-08,0.047,4942,4118
21-Jan-08,0.0997,4934,4071
22-Jan-08,0.493,4921,4024
23-Jan-08,8.5065,4915,3976
24-Jan-08,13.443,4901,3929
25-Jan-08,1.2552,4896,3882
26-Jan-08,1.9918,4885,3835
27-Jan-08,0.3017,4882,3788
28-Jan-08,0,4872,3740
29-Jan-08,0,4869,3693
30-Jan-08,0,4861,3646
31-Jan-08,0.0055,4858,3610
1-Feb-08,0.376,4703,3614
2-Feb-08,0,4629,3618
3-Feb-08,0,4615,3622
4-Feb-08,0,4518,3625
5-Feb-08,0.0282,4475,3629
6-Feb-08,0,4451,3633
7-Feb-08,0,4411,3637
8-Feb-08,1.5463,4381,3641
9-Feb-08,6.1544,4385,3644
10-Feb-08,0.6374,4403,3648
11-Feb-08,0.1122,4373,3652
12-Feb-08,0,4377,3656
13-Feb-08,0,4368,3660
14-Feb-08,0,4362,3663
15-Feb-08,0.001,4355,3667
16-Feb-08,0,4353,3671
17-Feb-08,0,4345,3675
18-Feb-08,0.9933,4342,3678
19-Feb-08,6.4465,4336,3682
20-Feb-08,0.65,4328,3686
21-Feb-08,0.7318,4323,3690
22-Feb-08,0,4314,3694
23-Feb-08,0,4315,3697
24-Feb-08,0,4304,3701
25-Feb-08,0.0205,4304,3705
26-Feb-08,0,4294,3709
27-Feb-08,0,4296,3712
28-Feb-08,0,4288,3716
29-Feb-08,0,4289,3720
0,44637404.0,6681.123046875,41973552.0,6478.69970703125
1,44183680.0,6647.08056640625,40856736.0,6391.92724609375
2,40884744.0,6394.1181640625,34135748.0,5842.58056640625
3,27625268.0,5255.974609375,14615140.0,3822.975341796875
4,7856185.0,2802.888671875,4543732.0,2131.603271484375
5,4202708.0,2050.05078125,4197348.0,2048.742919921875
6,3489744.25,1868.085693359375,3003043.0,1732.9290771484375
7,2318830.25,1522.7706298828125,1839069.75,1356.123046875
8,1382926.875,1175.9791259765625,958365.0625,978.9612426757812
9,754328.875,868.5210571289062,457257.625,676.208251953125
10,436608.625,660.763671875,226687.828125,476.1174621582031
11,274713.0,524.1307373046875,127456.046875,357.0098571777344
12,191465.515625,437.5677185058594,71725.3515625,267.8158874511719
13,128078.4140625,357.88043212890625,47044.9140625,216.8983917236328
14,94793.0625,307.88482666015625,27860.54296875,166.91477966308594
15,72151.484375,268.61029052734375,22220.189453125,149.0643768310547
16,53694.2890625,231.72027587890625,20204.546875,142.1427001953125
17,43752.8125,209.17172241210938,58313.4921875,241.48187255859375
18,54021.7421875,232.42578125,17894.71484375,133.77113342285156
19,34714.0859375,186.31716918945312,12796.3515625,113.12095642089844
20,25726.974609375,160.39630126953125,20381.01171875,142.7620849609375
21,25168.650390625,158.64630126953125,18916.28125,137.53646850585938
22,21034.09765625,145.0313720703125,15011.294921875,122.52059173583984
23,24796.501953125,157.46905517578125,11160.140625,105.64156341552734
24,22304.59375,149.34722900390625,25469.6796875,159.59222412109375
25,23844.94140625,154.41807556152344,12083.1298828125,109.92329406738281
26,28056.0859375,167.49951171875,14367.796875,119.8657455444336
27,24575.765625,156.7666015625,11840.70703125,108.81501007080078
28,19997.580078125,141.4127960205078,15262.4921875,123.54145812988281
29,17614.29296875,132.71885681152344,12105.89453125,110.02678680419922
30,16629.26171875,128.95449829101562,13144.08203125,114.64764404296875
31,16981.005859375,130.31118774414062,22039.748046875,148.45790100097656
32,22786.875,150.95321655273438,14288.94140625,119.53636169433594
33,23458.34765625,153.1611785888672,9675.4228515625,98.36372375488281
34,15450.888671875,124.30160522460938,26274.79296875,162.0950164794922
35,16800.7109375,129.6175537109375,12597.421875,112.23823547363281
36,16979.640625,130.3059539794922,17182.568359375,131.08229064941406
37,17323.96875,131.62054443359375,10627.4755859375,103.08964538574219
38,15813.451171875,125.75154876708984,13078.107421875,114.35955047607422
39,17812.22265625,133.46243286132812,53503.44921875,231.30812072753906
40,26937.64453125,164.12692260742188,16787.302734375,129.56582641601562
41,16534.70703125,128.5873565673828,13336.2900390625,115.48285675048828
42,16715.05859375,129.28672790527344,12902.275390625,113.58818054199219
43,19934.603515625,141.18995666503906,30333.517578125,174.1652069091797
44,17145.4140625,130.94049072265625,17726.814453125,133.14208984375
