epoch,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
51,19220.935546875,138.63958740234375,3520.529541015625,59.334049224853516
52,20259.708984375,142.33660888671875,16834.796875,129.7489776611328
53,19998.23046875,141.41510009765625,6121.01123046875,78.23689270019531
54,18715.169921875,136.80340576171875,7706.607421875,87.78728485107422
55,18793.283203125,137.08859252929688,14699.9814453125,121.24347686767578
56,28946.759765625,170.13746643066406,17011.2578125,130.42721557617188
57,18575.0234375,136.29022216796875,6749.7890625,82.15709686279297
58,25006.203125,158.1334991455078,11835.5849609375,108.79147338867188
59,22763.91015625,150.87713623046875,3178.990478515625,56.382537841796875
60,19189.390625,138.52577209472656,3917.64794921875,62.59111785888672
61,23993.8671875,154.8995361328125,21531.892578125,146.7375030517578
62,27824.912109375,166.80801391601562,3753.5234375,61.26600646972656
63,22943.83203125,151.4722137451172,4030.577880859375,63.48683166503906
64,17180.80078125,131.07554626464844,4403.728515625,66.360595703125
65,17531.505859375,132.40658569335938,3008.048583984375,54.845680236816406
66,17465.1796875,132.15589904785156,5743.64892578125,75.786865234375
67,20020.2109375,141.4927978515625,4945.75732421875,70.32608032226562
68,16949.056640625,130.18853759765625,10023.935546875,100.1196060180664
69,16692.20703125,129.1983184814453,16743.96875,129.3984832763672
70,18556.896484375,136.22369384765625,4213.77685546875,64.91361236572266
71,20321.560546875,142.5537109375,7212.48486328125,84.92635345458984
72,24774.875,157.40036010742188,9485.701171875,97.39456176757812
73,21550.314453125,146.8002471923828,4751.48291015625,68.93099975585938
74,15333.2490234375,123.82749938964844,15174.818359375,123.18611145019531
75,18790.28515625,137.07766723632812,3678.8916015625,60.653865814208984
76,13953.62890625,118.12548065185547,4579.60302734375,67.67276763916016
77,18687.046875,136.70057678222656,6765.77978515625,82.25436401367188
78,15775.41015625,125.6001968383789,4321.44921875,65.73773193359375
79,17016.873046875,130.44873046875,3241.345458984375,56.93281555175781
80,24428.212890625,156.29527282714844,5983.828125,77.35520935058594
81,16936.591796875,130.14065551757812,5244.3544921875,72.41791534423828
82,16529.48046875,128.56703186035156,5244.7041015625,72.42032623291016
83,22573.265625,150.2440185546875,5915.9169921875,76.91500091552734
84,30338.064453125,174.17825317382812,4891.65478515625,69.94036865234375
85,15666.025390625,125.16399383544922,14730.1904296875,121.36799621582031
86,21704.580078125,147.32473754882812,11330.6220703125,106.44539642333984
